source_role,target_role,similarity_score,transition_probability,shared_skills,cluster_affinity,centrality_score,evidence
Administrador Linux,Venta Equipos SAS,1.0,0.839,"[""ITIL"", ""compliance"", ""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Governance & Quality,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Administrador Linux"", ""Venta Equipos SAS""]}"
Desarrollador Backend .NET Senior (hibrido),Administrador de Aplicaciones (Oracle / WebLogic / Middleware),1.0,0.839,"[""APIs"", ""AWS"", ""Agile"", ""Azure"", ""GCP"", ""Oracle"", ""Python"", ""compliance""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)""]}"
Desarrollador Backend .NET Senior (hibrido),Ingeniero Preventa - Administrador de Plataforma,1.0,0.839,"[""AWS"", ""Azure"", ""BI"", ""KPIs"", ""Python"", ""compliance"", ""comunicacion"", ""liderazgo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Ingeniero Preventa - Administrador de Plataforma""]}"
Desarrollador Backend .NET Senior (hibrido),Líder IA Generativa-GitHub Copilot-Bogotá,1.0,0.839,"[""AI"", ""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""comunicacion"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Líder IA Generativa-GitHub Copilot-Bogotá""]}"
Desarrollador Backend .NET Senior (hibrido),Ingeniero de Soporte Infraestructura Junior,1.0,0.839,"[""AWS"", ""Agile"", ""Azure"", ""BI"", ""GCP"", ""Python"", ""compliance"", ""comunicacion""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Ingeniero de Soporte Infraestructura Junior""]}"
Desarrollador Backend .NET Senior (hibrido),Analista Funcional de Procesos de Software,1.0,0.839,"[""AI"", ""APIs"", ""AWS"", ""Agile"", ""Azure"", ""ELT"", ""Kanban"", ""MLflow""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Analista Funcional de Procesos de Software""]}"
Desarrollador Backend .NET Senior (hibrido),Especialista IA,1.0,0.839,"[""AI"", ""APIs"", ""AWS"", ""Agile"", ""Azure"", ""ELT"", ""GCP"", ""KPIs""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Especialista IA""]}"
Desarrollador Backend .NET Senior (hibrido),Administrador de Bases de Datos (DBA),1.0,0.839,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""compliance"", ""comunicacion"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Administrador de Bases de Datos (DBA)""]}"
Desarrollador Backend .NET Senior (hibrido),Venta Equipos SAS,1.0,0.839,"[""compliance"", ""comunicacion"", ""trabajo en equipo""]",Governance & Quality,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Venta Equipos SAS""]}"
CS3 SAS,Ingeniero Preventa - Administrador de Plataforma,1.0,0.839,"[""Azure"", ""comunicacion"", ""reporting"", ""resolucion de problemas"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Ingeniero Preventa - Administrador de Plataforma""]}"
CS3 SAS,Líder IA Generativa-GitHub Copilot-Bogotá,1.0,0.839,"[""APIs"", ""Azure"", ""SQL"", ""comunicacion"", ""resolucion de problemas"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Líder IA Generativa-GitHub Copilot-Bogotá""]}"
CS3 SAS,Ingeniero de Soporte Infraestructura Junior,1.0,0.839,"[""Azure"", ""ETL"", ""MongoDB"", ""SQL"", ""SQL Server"", ""SSIS"", ""comunicacion"", ""reporting""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Ingeniero de Soporte Infraestructura Junior""]}"
CS3 SAS,Analista Funcional de Procesos de Software,1.0,0.839,"[""APIs"", ""Azure"", ""comunicacion"", ""pensamiento analitico"", ""reporting"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Analista Funcional de Procesos de Software""]}"
CS3 SAS,Especialista IA,1.0,0.839,"[""APIs"", ""Azure"", ""comunicacion"", ""reporting"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Especialista IA""]}"
CS3 SAS,Administrador de Bases de Datos (DBA),1.0,0.839,"[""APIs"", ""Azure"", ""ETL"", ""MongoDB"", ""SQL"", ""SQL Server"", ""SSIS"", ""comunicacion""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Administrador de Bases de Datos (DBA)""]}"
CS3 SAS,Venta Equipos SAS,1.0,0.839,"[""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Venta Equipos SAS""]}"
Técnico de Soporte,Confidencial2,1.0,0.839,"[""compliance"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.33,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Técnico de Soporte"", ""Confidencial2""]}"
Administrador Linux,Confidencial2,1.0,0.839,"[""Azure"", ""KPIs"", ""compliance"", ""comunicacion"", ""reporting"", ""security""]",Governance & Quality,0.33,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Administrador Linux"", ""Confidencial2""]}"
Desarrollador Backend .NET Senior (hibrido),Confidencial2,1.0,0.839,"[""Azure"", ""KPIs"", ""compliance"", ""comunicacion"", ""reporting"", ""security""]",Governance & Quality,0.33,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""Confidencial2""]}"
CS3 SAS,Confidencial2,1.0,0.839,"[""Azure"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.33,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Confidencial2""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Ingeniero Preventa - Administrador de Plataforma,1.0,0.832,"[""AWS"", ""Azure"", ""Python"", ""compliance"", ""comunicacion"", ""gestion de stakeholders"", ""liderazgo"", ""security""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Ingeniero Preventa - Administrador de Plataforma""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Ingeniero de Soporte Infraestructura Junior,1.0,0.832,"[""AWS"", ""Agile"", ""Azure"", ""GCP"", ""Python"", ""SQL"", ""compliance"", ""comunicacion""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Ingeniero de Soporte Infraestructura Junior""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Analista Funcional de Procesos de Software,1.0,0.832,"[""APIs"", ""AWS"", ""Agile"", ""Azure"", ""Oracle"", ""Python"", ""comunicacion"", ""gestion de stakeholders""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Analista Funcional de Procesos de Software""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Especialista IA,1.0,0.832,"[""APIs"", ""AWS"", ""Agile"", ""Azure"", ""GCP"", ""Python"", ""compliance"", ""comunicacion""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Especialista IA""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Administrador de Bases de Datos (DBA),1.0,0.832,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""SQL"", ""compliance"", ""comunicacion"", ""security""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Administrador de Bases de Datos (DBA)""]}"
Ingeniero Preventa - Administrador de Plataforma,Líder IA Generativa-GitHub Copilot-Bogotá,1.0,0.832,"[""AWS"", ""Azure"", ""comunicacion"", ""resolucion de problemas"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Líder IA Generativa-GitHub Copilot-Bogotá""]}"
Ingeniero Preventa - Administrador de Plataforma,Ingeniero de Soporte Infraestructura Junior,1.0,0.832,"[""AWS"", ""Azure"", ""BI"", ""ITIL"", ""Power BI"", ""Python"", ""compliance"", ""comunicacion""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Ingeniero de Soporte Infraestructura Junior""]}"
Ingeniero Preventa - Administrador de Plataforma,Analista Funcional de Procesos de Software,1.0,0.832,"[""AWS"", ""Azure"", ""Python"", ""comunicacion"", ""gestion de stakeholders"", ""liderazgo"", ""reporting"", ""security""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Analista Funcional de Procesos de Software""]}"
Ingeniero Preventa - Administrador de Plataforma,Especialista IA,1.0,0.832,"[""AWS"", ""Azure"", ""KPIs"", ""Python"", ""compliance"", ""comunicacion"", ""gestion de stakeholders"", ""liderazgo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Especialista IA""]}"
Ingeniero Preventa - Administrador de Plataforma,Administrador de Bases de Datos (DBA),1.0,0.832,"[""AWS"", ""Azure"", ""ITIL"", ""compliance"", ""comunicacion"", ""resolucion de problemas"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Administrador de Bases de Datos (DBA)""]}"
Ingeniero Preventa - Administrador de Plataforma,Venta Equipos SAS,1.0,0.832,"[""ITIL"", ""compliance"", ""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Venta Equipos SAS""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Ingeniero de Soporte Infraestructura Junior,1.0,0.832,"[""AWS"", ""Azure"", ""SQL"", ""comunicacion"", ""resolucion de problemas"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Ingeniero de Soporte Infraestructura Junior""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Analista Funcional de Procesos de Software,1.0,0.832,"[""AI"", ""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""comunicacion"", ""security"", ""trabajo en equipo""]",AI Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Analista Funcional de Procesos de Software""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Especialista IA,1.0,0.832,"[""AI"", ""APIs"", ""AWS"", ""Azure"", ""comunicacion"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Especialista IA""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Administrador de Bases de Datos (DBA),1.0,0.832,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""PostgreSQL"", ""Redis"", ""SQL"", ""comunicacion""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Administrador de Bases de Datos (DBA)""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Venta Equipos SAS,1.0,0.832,"[""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Venta Equipos SAS""]}"
Ingeniero de Soporte Infraestructura Junior,Analista Funcional de Procesos de Software,1.0,0.832,"[""AWS"", ""Agile"", ""Azure"", ""Python"", ""comunicacion"", ""reporting"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Analista Funcional de Procesos de Software""]}"
Ingeniero de Soporte Infraestructura Junior,Especialista IA,1.0,0.832,"[""AWS"", ""Agile"", ""Azure"", ""GCP"", ""Python"", ""compliance"", ""comunicacion"", ""dashboarding""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Especialista IA""]}"
Ingeniero de Soporte Infraestructura Junior,Administrador de Bases de Datos (DBA),1.0,0.832,"[""AWS"", ""Azure"", ""ETL"", ""ITIL"", ""MongoDB"", ""SQL"", ""SQL Server"", ""SSIS""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Administrador de Bases de Datos (DBA)""]}"
Ingeniero de Soporte Infraestructura Junior,Venta Equipos SAS,1.0,0.832,"[""ITIL"", ""compliance"", ""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Venta Equipos SAS""]}"
Analista Funcional de Procesos de Software,Especialista IA,1.0,0.832,"[""AI"", ""APIs"", ""AWS"", ""Agile"", ""Azure"", ""ELT"", ""Kanban"", ""MLflow""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""Especialista IA""]}"
Analista Funcional de Procesos de Software,Administrador de Bases de Datos (DBA),1.0,0.832,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""comunicacion"", ""security"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""Administrador de Bases de Datos (DBA)""]}"
Especialista IA,Administrador de Bases de Datos (DBA),1.0,0.832,"[""APIs"", ""AWS"", ""Azure"", ""compliance"", ""comunicacion"", ""security"", ""trabajo en equipo""]",Cloud Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Especialista IA"", ""Administrador de Bases de Datos (DBA)""]}"
Especialista IA,Venta Equipos SAS,1.0,0.832,"[""compliance"", ""comunicacion"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Especialista IA"", ""Venta Equipos SAS""]}"
Administrador de Bases de Datos (DBA),Venta Equipos SAS,1.0,0.832,"[""ITIL"", ""compliance"", ""comunicacion"", ""resolucion de problemas"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Bases de Datos (DBA)"", ""Venta Equipos SAS""]}"
"26/05/2026 Cundinamarca, Bogotá",21/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""21/05/2026 Bogotá""]}"
"26/05/2026 Cundinamarca, Bogotá",27/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""27/05/2026 Bogotá""]}"
"26/05/2026 Cundinamarca, Bogotá",26/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""26/05/2026 Bogotá""]}"
"26/05/2026 Cundinamarca, Bogotá",20/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""20/05/2026 Bogotá""]}"
08/05/2026 A convenir Bogotá,21/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""21/05/2026 Bogotá""]}"
08/05/2026 A convenir Bogotá,27/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""27/05/2026 Bogotá""]}"
08/05/2026 A convenir Bogotá,26/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""26/05/2026 Bogotá""]}"
08/05/2026 A convenir Bogotá,20/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""20/05/2026 Bogotá""]}"
21/05/2026 Bogotá,27/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""27/05/2026 Bogotá""]}"
21/05/2026 Bogotá,26/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""26/05/2026 Bogotá""]}"
21/05/2026 Bogotá,20/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""20/05/2026 Bogotá""]}"
27/05/2026 Bogotá,26/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""27/05/2026 Bogotá"", ""26/05/2026 Bogotá""]}"
27/05/2026 Bogotá,20/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""27/05/2026 Bogotá"", ""20/05/2026 Bogotá""]}"
26/05/2026 Bogotá,20/05/2026 Bogotá,1.0,0.832,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Bogotá"", ""20/05/2026 Bogotá""]}"
Ingeniero Preventa - Administrador de Plataforma,Confidencial2,1.0,0.832,"[""Azure"", ""KPIs"", ""compliance"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Confidencial2""]}"
Ingeniero de Soporte Infraestructura Junior,Confidencial2,1.0,0.832,"[""Azure"", ""compliance"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Confidencial2""]}"
Especialista IA,Confidencial2,1.0,0.832,"[""Azure"", ""KPIs"", ""compliance"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Especialista IA"", ""Confidencial2""]}"
Ejecutivo Comercial TI,Administrador de Bases de Datos (DBA),0.9914,0.8404,"[""APIs"", ""AWS"", ""Azure"", ""compliance"", ""comunicacion"", ""security""]",Enterprise Analytics,0.54,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Ejecutivo Comercial TI"", ""Administrador de Bases de Datos (DBA)""]}"
Administrador de Bases de Datos (DBA),Soluciones en Bases de Datos,0.9833,0.8211,"[""security""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Bases de Datos (DBA)"", ""Soluciones en Bases de Datos""]}"
"26/05/2026 Cundinamarca, Bogotá",08/05/2026 A convenir Bogotá,0.9514,0.8004,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""08/05/2026 A convenir Bogotá""]}"
Venta Equipos SAS,Confidencial2,0.9467,0.7974,"[""compliance"", ""comunicacion""]",Governance & Quality,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Venta Equipos SAS"", ""Confidencial2""]}"
Analista Funcional de Procesos de Software,Confidencial2,0.94,0.793,"[""Azure"", ""comunicacion"", ""reporting"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""Confidencial2""]}"
Administrador de Bases de Datos (DBA),Confidencial2,0.94,0.793,"[""Azure"", ""compliance"", ""comunicacion"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Bases de Datos (DBA)"", ""Confidencial2""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Líder IA Generativa-GitHub Copilot-Bogotá,0.92,0.78,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""SQL"", ""comunicacion"", ""security""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Líder IA Generativa-GitHub Copilot-Bogotá""]}"
