source_role,target_role,similarity_score,transition_probability,shared_skills,cluster_affinity,centrality_score,evidence
CS3 SAS,Administrador de Aplicaciones (Oracle / WebLogic / Middleware),0.9123,0.782,"[""APIs"", ""Azure"", ""SQL"", ""comunicacion"", ""security""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Confidencial2,0.8745,0.7504,"[""Azure"", ""compliance"", ""comunicacion"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Confidencial2""]}"
Aprendiz en Desarrollo de Software,Líder IA Generativa-GitHub Copilot-Bogotá,0.8553,0.7589,"[""APIs"", ""AWS"", ""Azure"", ""Oracle"", ""comunicacion"", ""security""]",Enterprise Analytics,0.55,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""Líder IA Generativa-GitHub Copilot-Bogotá""]}"
Aprendiz en Desarrollo de Software,Indra Colombia LTDA,0.82,0.736,"[""APIs"", ""Agile"", ""Azure"", ""Python""]",Enterprise Analytics,0.56,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""Indra Colombia LTDA""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),SETI S.A.S.,0.7967,0.6999,"[""Azure"", ""Oracle""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""SETI S.A.S.""]}"
Administrador de Bases de Datos (DBA),SETI S.A.S.,0.7967,0.6999,"[""Azure"", ""Oracle""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Bases de Datos (DBA)"", ""SETI S.A.S.""]}"
19/05/2026 Atlántico,21/05/2026 Bogotá,0.78,0.689,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""21/05/2026 Bogotá""]}"
19/05/2026 Atlántico,27/05/2026 Bogotá,0.78,0.689,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""27/05/2026 Bogotá""]}"
19/05/2026 Atlántico,26/05/2026 Bogotá,0.78,0.689,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""26/05/2026 Bogotá""]}"
19/05/2026 Atlántico,20/05/2026 Bogotá,0.78,0.689,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""20/05/2026 Bogotá""]}"
Indra Colombia LTDA,Administrador de Aplicaciones (Oracle / WebLogic / Middleware),0.7738,0.692,"[""APIs"", ""Agile"", ""Azure"", ""Python""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)""]}"
Analista Funcional de Procesos de Software,Venta Equipos SAS,0.7667,0.6804,"[""comunicacion"", ""trabajo en equipo""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""Venta Equipos SAS""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,Confidencial2,0.76,0.676,"[""Azure"", ""comunicacion"", ""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""Confidencial2""]}"
Especialista IA,SETI S.A.S.,0.7133,0.6456,"[""Azure""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Especialista IA"", ""SETI S.A.S.""]}"
Indra Colombia LTDA,Ingeniero de Soporte Infraestructura Junior,0.7109,0.6511,"[""Agile"", ""Azure"", ""Python""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Ingeniero de Soporte Infraestructura Junior""]}"
Aprendiz en Desarrollo de Software,Venta Equipos SAS,0.7067,0.6624,"[""compliance"", ""comunicacion""]",Governance & Quality,0.55,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""Venta Equipos SAS""]}"
19/05/2026 Atlántico,"26/05/2026 Cundinamarca, Bogotá",0.6943,0.6333,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""26/05/2026 Cundinamarca, Bogotá""]}"
19/05/2026 Atlántico,08/05/2026 A convenir Bogotá,0.6943,0.6333,[],Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""08/05/2026 A convenir Bogotá""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.6842,0.6267,"[""AWS"", ""Oracle""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Administrador de Bases de Datos (DBA),UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.6842,0.6267,"[""AWS"", ""Oracle""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Bases de Datos (DBA)"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Aprendiz en Desarrollo de Software,Soluciones en Bases de Datos,0.6833,0.6471,"[""security""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""Soluciones en Bases de Datos""]}"
Confidencial2,SETI S.A.S.,0.6833,0.4861,"[""Azure""]",Enterprise Analytics,0.09,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Confidencial2"", ""SETI S.A.S.""]}"
Administrador de Servidores de Aplicaciones,SETI S.A.S.,0.681,0.6597,"[""Azure"", ""Oracle""]",Enterprise Analytics,0.34,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Administrador de Servidores de Aplicaciones"", ""SETI S.A.S.""]}"
Indra Colombia LTDA,CS3 SAS,0.681,0.6317,"[""APIs"", ""Azure""]",Enterprise Analytics,0.54,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""CS3 SAS""]}"
Data Analyst,BI Analyst,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
BI Analyst,Reporting Analyst,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
Reporting Analyst,Analytics Engineer,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
Analytics Engineer,Data Engineer,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
Data Engineer,Cloud Analytics Engineer,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
Cloud Analytics Engineer,Data Architect,0.644,0.7,"[""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]",career_transition,0.7,"{""metric_period"": ""2026-05"", ""transition_skill_gaps"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""], ""recommended_next_skills"": [""SQL"", ""Power BI"", ""Python"", ""ETL"", ""Azure""]}"
Aprendiz en Desarrollo de Software,SETI S.A.S.,0.6167,0.6039,"[""Azure"", ""Oracle""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""SETI S.A.S.""]}"
Ejecutivo Comercial TI,Venta Equipos SAS,0.6167,0.5969,"[""compliance"", ""comunicacion""]",Enterprise Analytics,0.54,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Ejecutivo Comercial TI"", ""Venta Equipos SAS""]}"
Desarrollador Backend .NET Senior (hibrido),SETI S.A.S.,0.6167,0.5899,"[""Azure"", ""Oracle""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""SETI S.A.S.""]}"
Analista Funcional de Procesos de Software,SETI S.A.S.,0.6167,0.5829,"[""Azure"", ""Oracle""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""SETI S.A.S.""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,SETI S.A.S.,0.5667,0.5504,"[""Azure"", ""Oracle""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""SETI S.A.S.""]}"
Técnico de Soporte,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.5524,0.5481,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Técnico de Soporte"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Técnico de Soporte,Soluciones en Bases de Datos,0.5333,0.5356,"[""security""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Técnico de Soporte"", ""Soluciones en Bases de Datos""]}"
Administrador Linux,SETI S.A.S.,0.5333,0.5356,"[""Azure""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Administrador Linux"", ""SETI S.A.S.""]}"
CS3 SAS,SETI S.A.S.,0.5333,0.5356,"[""Azure""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""Analytics Engineering"", ""roles"": [""CS3 SAS"", ""SETI S.A.S.""]}"
Administrador de Servidores de Aplicaciones,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.5267,0.5594,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.34,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Administrador de Servidores de Aplicaciones"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Indra Colombia LTDA,Ingeniero Preventa - Administrador de Plataforma,0.5267,0.5314,"[""Azure"", ""Python""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Ingeniero Preventa - Administrador de Plataforma""]}"
Indra Colombia LTDA,Administrador de Bases de Datos (DBA),0.5267,0.5314,"[""APIs"", ""Azure""]",Enterprise Analytics,0.53,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Administrador de Bases de Datos (DBA)""]}"
Ingeniero de Soporte Infraestructura Junior,SETI S.A.S.,0.5205,0.5203,"[""Azure""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""SETI S.A.S.""]}"
Aprendiz en Desarrollo de Software,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.5042,0.5307,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.32,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Aprendiz en Desarrollo de Software"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Analista Funcional de Procesos de Software,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.5042,0.5097,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Ingeniero de Soporte Infraestructura Junior,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.5033,0.5091,"[""AWS""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Venta Equipos SAS,0.4939,0.503,"[""compliance"", ""comunicacion""]",Enterprise Analytics,0.52,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Venta Equipos SAS""]}"
Administrador de Servidores de Aplicaciones,Soluciones en Bases de Datos,0.4833,0.5311,"[""security""]",Enterprise Analytics,0.34,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Administrador de Servidores de Aplicaciones"", ""Soluciones en Bases de Datos""]}"
Ejecutivo Comercial TI,SETI S.A.S.,0.4433,0.4841,"[""Azure""]",Enterprise Analytics,0.31,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Ejecutivo Comercial TI"", ""SETI S.A.S.""]}"
Indra Colombia LTDA,Confidencial2,0.4433,0.4771,"[""Azure""]",Enterprise Analytics,0.33,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Confidencial2""]}"
Indra Colombia LTDA,SETI S.A.S.,0.4433,0.4771,"[""Azure""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""SETI S.A.S.""]}"
Técnico de Soporte,SETI S.A.S.,0.4433,0.4771,"[""Oracle""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Técnico de Soporte"", ""SETI S.A.S.""]}"
Ingeniero Preventa - Administrador de Plataforma,Soluciones en Bases de Datos,0.4433,0.4701,"[""security""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""BI & Visualization"", ""roles"": [""Ingeniero Preventa - Administrador de Plataforma"", ""Soluciones en Bases de Datos""]}"
Ingeniero de Soporte Infraestructura Junior,Soluciones en Bases de Datos,0.4433,0.4701,"[""security""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Ingeniero de Soporte Infraestructura Junior"", ""Soluciones en Bases de Datos""]}"
Analista Funcional de Procesos de Software,Soluciones en Bases de Datos,0.4433,0.4701,"[""security""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Analista Funcional de Procesos de Software"", ""Soluciones en Bases de Datos""]}"
SETI S.A.S.,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.4133,0.2896,"[""Oracle""]",Cloud Analytics,0.06,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""SETI S.A.S."", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Administrador de Aplicaciones (Oracle / WebLogic / Middleware),Soluciones en Bases de Datos,0.4106,0.4489,"[""security""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Administrador de Aplicaciones (Oracle / WebLogic / Middleware)"", ""Soluciones en Bases de Datos""]}"
Especialista IA,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.4018,0.4432,"[""AWS""]",Cloud Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Cloud Analytics"", ""roles"": [""Especialista IA"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Indra Colombia LTDA,Administrador Linux,0.3833,0.4381,"[""Azure""]",Enterprise Analytics,0.54,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Indra Colombia LTDA"", ""Administrador Linux""]}"
Desarrollador Backend .NET Senior (hibrido),UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.3784,0.435,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.3,"{""metric_period"": ""2026-05"", ""role_family"": ""Governance & Quality"", ""roles"": [""Desarrollador Backend .NET Senior (hibrido)"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
Líder IA Generativa-GitHub Copilot-Bogotá,UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS,0.3667,0.4204,"[""AWS"", ""Oracle""]",Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""AI Analytics"", ""roles"": [""Líder IA Generativa-GitHub Copilot-Bogotá"", ""UNIVERSITAS XXI SOLUCIONES Y TECNOLOGIA PARA LA UNIVERSIDAD DE COLOMBIA SAS""]}"
19/05/2026 Atlántico,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""Soluciones en Bases de Datos""]}"
"26/05/2026 Cundinamarca, Bogotá",Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""Soluciones en Bases de Datos""]}"
08/05/2026 A convenir Bogotá,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""Soluciones en Bases de Datos""]}"
21/05/2026 Bogotá,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""Soluciones en Bases de Datos""]}"
27/05/2026 Bogotá,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""27/05/2026 Bogotá"", ""Soluciones en Bases de Datos""]}"
26/05/2026 Bogotá,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Bogotá"", ""Soluciones en Bases de Datos""]}"
20/05/2026 Bogotá,Soluciones en Bases de Datos,0.18,0.299,[],Enterprise Analytics,0.29,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""20/05/2026 Bogotá"", ""Soluciones en Bases de Datos""]}"
19/05/2026 Atlántico,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""empleos encontrados""]}"
19/05/2026 Atlántico,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""19/05/2026 Atlántico"", ""6,500,000 - 7,000,000""]}"
"26/05/2026 Cundinamarca, Bogotá",empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""empleos encontrados""]}"
"26/05/2026 Cundinamarca, Bogotá","6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Cundinamarca, Bogotá"", ""6,500,000 - 7,000,000""]}"
08/05/2026 A convenir Bogotá,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""empleos encontrados""]}"
08/05/2026 A convenir Bogotá,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""08/05/2026 A convenir Bogotá"", ""6,500,000 - 7,000,000""]}"
21/05/2026 Bogotá,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""empleos encontrados""]}"
21/05/2026 Bogotá,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""21/05/2026 Bogotá"", ""6,500,000 - 7,000,000""]}"
27/05/2026 Bogotá,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""27/05/2026 Bogotá"", ""empleos encontrados""]}"
27/05/2026 Bogotá,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""27/05/2026 Bogotá"", ""6,500,000 - 7,000,000""]}"
26/05/2026 Bogotá,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Bogotá"", ""empleos encontrados""]}"
26/05/2026 Bogotá,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""26/05/2026 Bogotá"", ""6,500,000 - 7,000,000""]}"
20/05/2026 Bogotá,empleos encontrados,0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""20/05/2026 Bogotá"", ""empleos encontrados""]}"
20/05/2026 Bogotá,"6,500,000 - 7,000,000",0.18,0.299,[],Enterprise Analytics,0.27,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""20/05/2026 Bogotá"", ""6,500,000 - 7,000,000""]}"
Soluciones en Bases de Datos,empleos encontrados,0.18,0.138,[],Enterprise Analytics,0.04,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""Soluciones en Bases de Datos"", ""empleos encontrados""]}"
Soluciones en Bases de Datos,"6,500,000 - 7,000,000",0.18,0.138,[],Enterprise Analytics,0.04,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""Soluciones en Bases de Datos"", ""6,500,000 - 7,000,000""]}"
empleos encontrados,"6,500,000 - 7,000,000",0.18,0.124,[],Enterprise Analytics,0.02,"{""metric_period"": ""2026-05"", ""role_family"": ""Enterprise Analytics"", ""roles"": [""empleos encontrados"", ""6,500,000 - 7,000,000""]}"
